,CRASH REPORT NUMBER,CRASH DATE,CRASH YEAR,MONTH,DAY OF MONTH,DAY OF WEEK,TIME OF CRASH,HOUR OF CRASH,COUNTY,CRASH LOCATION (CITY OR RURAL),REPORTING AGENCY,STREET,STREET LOCATION,PRIMARY STREET,SECONDARY STREET,CRASH SEVERITY,CRASH CLASSIFICATION,CRASH ANALYSIS,HIGHEST CONTRIBUTING FACTOR TO CRASH,NUMBER OF PEOPLE IN CRASH,NUMBER OF PEOPLE KILLED,NUMBER OF PEOPLE WITH INCAPACITATING INJURIES,NUMBER OF PEOPLE WITH VISIBLE INJURIES,NUMBER OF PEOPLE WITH NON-VISIBLE INJURIES,NUMBER OF PEOPLE NOT INJURED,NUMBER OF VEHICLES INVOLVED,ALCOHOL INVOLVEMENT,DRUG INVOLVEMENT,PEDESTRIAN INVOLVEMENT,MOTORCYCLE INVOLVEMENT,PEDALCYCLE INVOLVEMENT,HEAVY TRUCK INVOLVEMENT,HAZARDOUS MATERIAL INVOLVEMENT,LIGHTING,WEATHER,HIT AND RUN CRASH,MAXIMUM VEHICLE DAMAGE,HIGHEST ENFORCEMENT ACTION,STATE HIGHWAY DEPT. PROPERTY,"ROAD SYSTEM--RURAL, URBAN, OR INTERSTATE",HIGHWAY ELEMENT,FIRST HARMFUL EVENT OCCURRED,ROAD CHARACTER,ROAD GRADE,DIRECTION OF VEHICLE WITH HIGHEST CONTRIBUTING FACTOR,DIRECTION FROM INTERSECTION,FEET FROM INTERSECTION,MILES FROM INTERSECTION,AMBULANCE NAME,UTM_X,UTM_Y,WGS_X,WGS_Y,MERGED STREETS
2958,710002281,7/20/09,2009,July,20,Monday,843,8,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,ELM ST NE,Injury Crash,Pedalcyclist,Pedalcyclist Struck Vehicle,None,2,0,0,1,0,1,2,Not Involved,Not Involved,Not Involved,Not Involved,Involved,Not Involved,Not Involved,Daylight,Clear,,No Damage,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,N,WEST,170,0,,,,,,"LEAD AVE SE, ELM ST NE"
2959,23210652,7/25/09,2009,July,25,Saturday,1625,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,COLUMBIA DR SE,Injury Crash,Pedestrian,Pedestrian Collision - Vehicle Going Straight,Alcohol/Drug Involved,2,0,0,1,0,1,2,Involved,Not Involved,Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,No Damage,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,-106.617,35.0773,"LEAD AVE SE, COLUMBIA DR SE"
2960,23128509,7/27/09,2009,July,27,Monday,1030,10,BERNALILLO,ALBUQUERQUE,OTHER CITY POLICE,LEAD,SECONDARY,BROADWAY BLVD SE,LEAD AVE SE,Injury Crash,Pedestrian,Pedestrian Collision - Vehicle Going Straight,Excessive Speed,2,0,0,0,1,1,2,Not Involved,Not Involved,Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Missing Data,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,-106.6452,35.0807,"BROADWAY BLVD SE, LEAD AVE SE"
2961,723066332,7/27/09,2009,July,27,Monday,1408,14,BERNALILLO,ALBUQUERQUE,OTHER CITY POLICE,LEAD,PRIMARY,LEAD AVE SE,SYCAMORE ST NE,Injury Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Made Improper Turn,2,0,0,0,1,1,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,,,"LEAD AVE SE, SYCAMORE ST NE"
2962,23047738,7/30/09,2009,July,30,Thursday,1428,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,HERMOSA DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Passed Stop Sign,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,S,UNKNOWN OR N/A,0,0,,,,-106.6034,35.0772,"LEAD AVE SE, HERMOSA DR SE"
2963,710003434,7/30/09,2009,July,30,Thursday,1205,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,WASHINGTON ST SE,Injury Crash,Other Vehicle,Intersection - From Opposite Direction/One Left Turn,Missing Data,3,0,0,1,0,2,3,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Missing Data,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,S,UNKNOWN OR N/A,0,0,,,,-106.5954,35.075,"LEAD AVE SE, WASHINGTON ST SE"
2964,23152860,8/3/09,2009,August,3,Monday,2130,21,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,MAPLE ST NE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,Yes,Functional,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,W,U,9998,0,,,,,,"LEAD AVE SE, MAPLE ST NE"
2965,23154960,8/8/09,2009,August,8,Saturday,37,0,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BUENA VISTA DR SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Following Too Closely,2,0,0,0,1,1,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Functional,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,W,U,9998,0,UNKNOWN,,,-106.624,35.078,"LEAD AVE SE, BUENA VISTA DR SE"
2966,71037319,8/17/09,2009,August,17,Monday,846,8,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BUENA VISTA DR SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Made Improper Turn,3,0,0,0,0,3,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,CITATION,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,-106.624,35.078,"LEAD AVE SE, BUENA VISTA DR SE"
2967,71037316,8/19/09,2009,August,19,Wednesday,1250,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CARLISLE BLVD SE,Injury Crash,Other Vehicle,Intersection - From Opposite Direction/All Others,Driver Inattention,2,0,1,1,0,0,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.6045,35.0772,"LEAD AVE SE, CARLISLE BLVD SE"
2968,700010140,8/20/09,2009,August,20,Thursday,1701,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,R-I25/LEAD AVE-SB,LEAD AVE SE,Injury Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,9,0,0,0,1,8,6,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,S,U,9998,0,,,,-106.638,35.0798,"R-I25/LEAD AVE-SB, LEAD AVE SE"
2969,710034255,8/22/09,2009,August,22,Saturday,1415,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,FRONTAGE RD NE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Driver Inattention,2,0,0,0,0,2,3,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,N,U,9998,0,,,,,,"FRONTAGE RD NE, LEAD AVE SE"
2970,23213465,8/23/09,2009,August,23,Sunday,1601,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,GIRARD BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.6133,35.0773,"LEAD AVE SE, GIRARD BLVD SE"
2971,23143396,8/23/09,2009,August,23,Sunday,2203,22,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD NE,Injury Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Disregarded Traffic Signal,4,0,0,0,1,3,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Raining,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,,,"LEAD AVE SE, YALE BLVD NE"
2972,23224317,8/27/09,2009,August,27,Thursday,2210,22,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,3,0,0,0,0,3,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Raining,,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,S,U,9998,0,,,,-106.634,35.0793,"LEAD AVE SE, CEDAR ST SE"
2973,23209357,8/27/09,2009,August,27,Thursday,1721,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,PRINCETON DR NE,Injury Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Following Too Closely,2,0,0,0,1,1,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,NONE/NOT STATED,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,,,"LEAD AVE SE, PRINCETON DR NE"
2974,23151467,8/30/09,2009,August,30,Sunday,1749,17,BERNALILLO,ALBUQUERQUE,OTHER CITY POLICE,LEAD,PRIMARY,LEAD AVE SE,LOCUST ST NE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,3,0,0,0,0,3,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,W,UNKNOWN OR N/A,0,0,,,,,,"LEAD AVE SE, LOCUST ST NE"
2975,22560105,8/31/09,2009,August,31,Monday,1246,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,GIRARD BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,3,0,0,0,0,3,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,N,SOUTH,100,0,,,,-106.6133,35.0773,"GIRARD BLVD SE, LEAD AVE SE"
2976,23060459,8/31/09,2009,August,31,Monday,1559,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,GIRARD BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,1,1,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.6133,35.0773,"GIRARD BLVD SE, LEAD AVE SE"
2977,23152881,8/31/09,2009,August,31,Monday,1656,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,RICHMOND DR SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,4,0,0,0,0,4,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,-106.6108,35.0773,"LEAD AVE SE, RICHMOND DR SE"
2978,23152756,9/3/09,2009,September,3,Thursday,957,9,BERNALILLO,ALBUQUERQUE,OTHER CITY POLICE,LEAD,PRIMARY,LEAD AVE SE,UNIVERISTY BLVD SE,Injury Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Made Improper Turn,3,0,0,0,1,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,WEST,9998,0,,,,-106.627,35.0784,"LEAD AVE SE, UNIVERISTY BLVD SE"
2979,70042951,9/8/09,2009,September,8,Tuesday,1110,11,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST NE,Injury Crash,Overturn/Rollover,Overturn/Rollover - On The Road,Alcohol/Drug Involved,1,0,1,0,0,0,1,Involved,Not Involved,Not Involved,Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,U,500,0,E2,,,,,"LEAD AVE SE, SPRUCE ST NE"
2980,23082524,9/9/09,2009,September,9,Wednesday,1227,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,ASH ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Opposite Direction/One Left Turn,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.63,35.0787,"LEAD AVE SE, ASH ST SE"
2981,23128859,9/11/09,2009,September,11,Friday,0,0,BERNALILLO,ALBUQUERQUE,OTHER CITY POLICE,LEAD,PRIMARY,LEAD AVE SE,BROADWAY BLVD SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Passed Stop Sign,3,0,0,0,2,1,3,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.6452,35.0807,"LEAD AVE SE, BROADWAY BLVD SE"
2982,710004287,9/12/09,2009,September,12,Saturday,1125,11,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD NE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Disregarded Traffic Signal,3,0,0,0,0,3,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,S,UNKNOWN OR N/A,0,0,,,,,,"UNIVERSITY BLVD NE, LEAD AVE SE"
2983,23209593,9/12/09,2009,September,12,Saturday,2154,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD NE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Alcohol/Drug Involved,6,0,0,0,3,3,2,Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,,Disabling,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,On Grade,W,U,9998,0,,,,,,"LEAD AVE SE, UNIVERSITY BLVD NE"
2984,22560111,9/13/09,2009,September,13,Sunday,933,9,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,TULANE DR NE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,5,0,0,0,5,0,3,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,S,UNKNOWN OR N/A,0,0,,,,,,"LEAD AVE SE, TULANE DR NE"
2985,23208680,9/14/09,2009,September,14,Monday,1346,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,R-I25/LEAD AVE-SB,LEAD AVE SE,Property Damage Only Crash,Fixed Object,Fixed Object - Sign or Sign Post (Traffic),Inadequate Brakes,1,0,0,0,0,1,1,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,Hillcrest,S,NORTH,500,0,,,,-106.638,35.0798,"R-I25/LEAD AVE-SB, LEAD AVE SE"
2986,23141080,9/15/09,2009,September,15,Tuesday,1550,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST NE,Injury Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,4,0,0,0,2,2,3,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Functional,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,WEST,30,0,,,,,,"LEAD AVE SE, CEDAR ST NE"
2987,710004288,9/16/09,2009,September,16,Wednesday,1207,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CORNELL DR NE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Inadequate Brakes,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,,,"LEAD AVE SE, CORNELL DR NE"
2988,23210379,9/18/09,2009,September,18,Friday,1535,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,DARTMOUTH DR NE,Injury Crash,Fixed Object,Fixed Object - Light Standard (Light Pole),Alcohol/Drug Involved,1,0,0,1,0,0,1,Not Involved,Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,Level,W,WEST,800,0,,,,,,"LEAD AVE SE, DARTMOUTH DR NE"
2989,23126273,9/24/09,2009,September,24,Thursday,1526,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,COLUMBIA DR NE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Driver Inattention,3,0,0,0,0,3,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Other Property,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,,,"LEAD AVE SE, COLUMBIA DR NE"
2990,23043668,9/27/09,2009,September,27,Sunday,14,0,BERNALILLO,ALBUQUERQUE,OTHER CITY POLICE,LEAD,SECONDARY,YALE BLVD NE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Turn Left/Entering At Angle,Driver Inattention,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,,No Damage,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,,,"YALE BLVD NE, LEAD AVE SE"
2991,23145744,9/30/09,2009,September,30,Wednesday,1300,13,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,BROADWAY BLVD NE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Alcohol/Drug Involved,3,0,0,0,2,1,2,Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,On Grade,W,WEST,0,0.1,,,,,,"LEAD AVE SE, BROADWAY BLVD NE"
2992,710041031,10/2/09,2009,October,2,Friday,737,7,BERNALILLO,ALBUQUERQUE,OTHER CITY POLICE,LEAD,PRIMARY,LEAD AVE SE,RICHMOND DR NE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Avoid No Contact - Vehicle,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,,,"LEAD AVE SE, RICHMOND DR NE"
2993,23214421,10/2/09,2009,October,2,Friday,1858,18,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,WALTER ST NE,Injury Crash,Parked Vehicle,Vehicle Parked in Proper Location,Missing Data,3,0,0,0,1,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dusk,Clear,,Functional,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,On Grade,W,U,9998,0,,,,,,"LEAD AVE SE, WALTER ST NE"
2994,710039003,10/5/09,2009,October,5,Monday,1009,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MESA DR SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Driver Inattention,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,,,"LEAD AVE SE, MESA DR SE"
2995,23218994,10/12/09,2009,October,12,Monday,1630,16,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD NE,Property Damage Only Crash,Parked Vehicle,Vehicle Parked in Proper Location,Missing Data,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Missing Data,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,U,9998,0,,,,,,"LEAD AVE SE, YALE BLVD NE"
2996,23151936,10/13/09,2009,October,13,Tuesday,1756,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,STANFORD ST SE,LEAD AVE SE,Property Damage Only Crash,Parked Vehicle,Vehicle Parked in Proper Location,Driver Inattention,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,S,U,9998,0,,,,,,"STANFORD ST SE, LEAD AVE SE"
2997,23091543,10/23/09,2009,October,23,Friday,2206,22,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,BROADWAY BLVD NE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Missing Data,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,,,"BROADWAY BLVD NE, LEAD AVE SE"
2998,23099150,10/24/09,2009,October,24,Saturday,0,0,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,1405 LEAD AVE,Injury Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Excessive Speed,3,0,0,0,2,1,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,SOUTH,20,0,,,,,,"LEAD AVE SE, 1405 LEAD AVE"
2999,23126275,10/27/09,2009,October,27,Tuesday,1610,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD NE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Following Too Closely,2,0,0,0,0,2,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,N,U,9998,0,,,,,,"UNIVERSITY BLVD NE, LEAD AVE SE"
3000,710003458,10/27/09,2009,October,27,Tuesday,1057,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,GIRARD BLVD SE,Injury Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Failed to Yield Right of Way,2,0,0,0,1,1,2,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.6133,35.0773,"LEAD AVE SE, GIRARD BLVD SE"
